"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
68394,9/30/2021 0:00:00,7361,"MERIWEST",8998,6/15/2021 7:00:00 AM,22000,"Other","Federal Home Loan Bank-Wish","Pass Through"
68394,9/30/2021 0:00:00,7361,"MERIWEST",9315,10/21/2021 7:00:00 AM,25000,"Other","Federal home Loan Bank-wish","Pass Through"
68395,9/30/2021 0:00:00,4143,"HERITAGE COMMUNITY",5137,4/14/2016 0:00:00,5000,"Other","Office of Small Credit Union Intitiatives - NCUA","Program Grant"
68407,9/30/2021 0:00:00,2730,"ENTERPRISE",7554,9/30/2019 0:00:00,2500,"Other","Heartland Credit Union Association","Program Grant"
68416,9/30/2021 0:00:00,14064,"ORANGE COUNTY'S",9073,7/27/2021 7:00:00 AM,1866265,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
68416,9/30/2021 0:00:00,14064,"ORANGE COUNTY'S",9074,7/27/2021 7:00:00 AM,15000,"Federal Home Loan Bank","","Program Grant"
68416,9/30/2021 0:00:00,14064,"ORANGE COUNTY'S",9075,1/21/2021 8:00:00 AM,10000,"Federal Home Loan Bank","","Program Grant"
68416,9/30/2021 0:00:00,14064,"ORANGE COUNTY'S",9076,1/20/2021 8:00:00 AM,15000,"Federal Home Loan Bank","","Program Grant"
68417,9/30/2021 0:00:00,2636,"FAIRWINDS",5964,9/19/2017 0:00:00,686500,"Other","United States Treasury","Program Grant"
68417,9/30/2021 0:00:00,2636,"FAIRWINDS",5965,11/16/2012 0:00:00,300000,"Other","Residential Energy Efficiency Finance Program","Program Grant"
68420,9/30/2021 0:00:00,26344,"DIRECTORS CHOICE",493,8/28/2009 4:00:00 AM,1000,"Other","Program Grant","Program Grant"
68420,9/30/2021 0:00:00,26344,"DIRECTORS CHOICE",8341,10/9/2020 0:00:00,3000,"Other","New York State Credit Union Foundation","Program Grant"
68429,9/30/2021 0:00:00,3434,"TRAVIS",4127,8/21/2014 0:00:00,7000,"Other","Richard Myles Johnson Foundation","Program Grant"
68429,9/30/2021 0:00:00,3434,"TRAVIS",4128,6/30/2014 0:00:00,600,"National Credit Union Foundation","","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",4129,3/9/2014 0:00:00,1500,"Other","Armed Forces National Network","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",5076,3/15/2016 0:00:00,1500,"Other","Armed Forces National Network","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",5123,10/31/2015 0:00:00,4500,"Other","United Way","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",5590,9/1/2016 0:00:00,8000,"Other","United Way","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",5749,1/9/2017 0:00:00,2000000,"Community Development Financial Institution (CDFI)","","Program Grant"
68429,9/30/2021 0:00:00,3434,"TRAVIS",5813,3/7/2017 0:00:00,1500,"Other","Armed Forces National Network","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",6406,9/1/2017 0:00:00,8000,"Other","United Way","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",6827,12/15/2018 0:00:00,20000,"Other","FHLB AHEAD Program","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",6828,8/9/2018 0:00:00,1500,"Other","Armed Forces National Network","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",6829,7/1/2018 0:00:00,8200,"National Credit Union Foundation","","Program Grant"
68429,9/30/2021 0:00:00,3434,"TRAVIS",7012,2/17/2019 0:00:00,1500,"Other","AFFN","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",7511,12/16/2019 0:00:00,20000,"Other","AHEAD","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",7512,9/16/2019 0:00:00,12000,"National Credit Union Foundation","","Program Grant"
68429,9/30/2021 0:00:00,3434,"TRAVIS",7513,11/15/2018 0:00:00,8800,"Other","United Way","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",8141,4/1/2020 0:00:00,1500,"Other","AFFN","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",8142,11/1/2019 0:00:00,880000,"Other","United Way - VITA","Program Grant"
68429,9/30/2021 0:00:00,3434,"TRAVIS",8891,1/15/2021 0:00:00,8800,"Other","United Way","Pass Through"
68429,9/30/2021 0:00:00,3434,"TRAVIS",9009,6/15/2021 7:00:00 AM,1800000,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",3434,10/19/2012 0:00:00,1453806,"Community Development Financial Institution (CDFI)","","Program Grant"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",3435,9/15/2011 0:00:00,1500000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",3436,10/20/2010 0:00:00,750000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",3750,9/24/2013 0:00:00,1347000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",4069,8/26/2014 0:00:00,1750000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",4921,9/10/2015 0:00:00,1750000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",6071,10/19/2017 0:00:00,916905,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",7668,1/31/2020 0:00:00,714000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",8607,12/31/2020 0:00:00,10000000,"Other","Private Donor","Capital- unrestricted donation to equity"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",8608,8/31/2020 0:00:00,35000,"Other","Funding Consortium","Subsidy for Risk or ALL"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",8609,8/31/2020 0:00:00,75000,"Other","Funding Consortium","Subsidy for Risk or ALL"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",8610,8/31/2020 0:00:00,250000,"Other","Private Foundation","Subsidy for Risk or ALL"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",8611,7/17/2020 0:00:00,15000,"Other","Membership Organization","Program Grant"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",8612,7/16/2020 0:00:00,15000,"Other","Private Foundation","Program Grant"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",8613,7/16/2020 0:00:00,2434,"Other","Private Foundation","Program Grant"
68430,9/30/2021 0:00:00,26348,"LATINO COMMUNITY",9380,8/31/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
68439,9/30/2021 0:00:00,762,"RESOURCE ONE",8155,5/4/2020 0:00:00,10000,"Other","SBA-EIDL program","Program Grant"
68439,9/30/2021 0:00:00,762,"RESOURCE ONE",9092,7/15/2021 5:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
68442,9/30/2021 0:00:00,8116,"PEOPLESCHOICE",3398,3/18/2013 0:00:00,700,"Other","Coastal Healthy Communities Coalition","Program Grant"
68442,9/30/2021 0:00:00,8116,"PEOPLESCHOICE",3826,6/30/2014 0:00:00,500,"Other","Coastal Healthy Communities Coalition","Program Grant"
68442,9/30/2021 0:00:00,8116,"PEOPLESCHOICE",4849,10/9/2015 0:00:00,500,"Other","Coastal Healthy Communities Coalition","Program Grant"
68442,9/30/2021 0:00:00,8116,"PEOPLESCHOICE",5154,5/31/2016 0:00:00,500,"Other","Coastal Health Communities Coalition","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",4730,4/22/2015 0:00:00,5000,"Other","CCUL","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",4731,2/16/2015 0:00:00,3009,"Other","CCUL","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",5830,2/15/2017 0:00:00,500,"Other","El Camino Chapter","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",5831,2/14/2017 0:00:00,5000,"Other","CCUL","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",5832,2/7/2017 0:00:00,2500,"Other","CCUL","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",6383,2/25/2018 0:00:00,2500,"Other","California Credit Union League","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",6384,2/20/2018 0:00:00,600,"Other","El Camino Chapter of Credit Unions","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",7072,3/10/2019 0:00:00,2500,"Other","CCUL","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",7210,3/10/2019 0:00:00,250,"Other","El Camino Chapter of Credit Unions/CCUL","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",7532,12/3/2019 0:00:00,5000,"Other","California Credit Union League","Program Grant"
68446,9/30/2021 0:00:00,8030,"MY",7682,2/5/2020 0:00:00,2500,"Other","California Credit Union League","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",3320,12/11/2013 0:00:00,4250,"Other","Cuna","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",4320,2/10/2015 0:00:00,995,"Other","Ohio Credit Union Foundation","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",4516,4/2/2015 0:00:00,880,"Other","Ohio Credit Union Foundation","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",4517,6/8/2015 0:00:00,10000,"Other","Ohio Credit Union Foundation","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",5440,7/5/2016 0:00:00,11100,"Other","Ohio Credit Union Foundation","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",5571,12/1/2016 0:00:00,10000,"Other","Ohio Credit Union Foundation","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",5572,5/5/2016 0:00:00,2799,"Other","Cuna","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",5573,4/15/2016 0:00:00,225,"Other","Ohio Credit Union Foundation","Pass Through"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",5574,4/8/2016 0:00:00,440,"Other","Ohio Credit Union Foundation","Pass Through"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",5575,4/4/2016 0:00:00,440,"Other","Ohio Credit Union Foundation","Pass Through"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",5576,3/29/2016 0:00:00,1047,"Other","Cuna","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",6133,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",6134,7/3/2017 0:00:00,3199,"Other","Cuna","Pass Through"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",6135,6/12/2017 0:00:00,10000,"Other","Ohio Credit Union Foundation","Program Grant"
68447,9/30/2021 0:00:00,539,"EDUCATION FIRST CREDIT UNION, INC.",6615,8/24/2018 0:00:00,1195,"Other","Ohio Credit Union Foundation","Program Grant"
68450,9/30/2021 0:00:00,8331,"FIRST FINANCIAL",8776,12/1/2020 0:00:00,1500,"Other","Illinois Credit Union Foundation","Program Grant"
68450,9/30/2021 0:00:00,8331,"FIRST FINANCIAL",8777,10/8/2020 0:00:00,15000,"Other","Federal Home Loan Bank of Chicago","Pass Through"
68450,9/30/2021 0:00:00,8331,"FIRST FINANCIAL",8778,7/1/2020 0:00:00,2000,"Other","Illinois Credit Union Foundation","Program Grant"
68450,9/30/2021 0:00:00,8331,"FIRST FINANCIAL",8779,5/1/2020 0:00:00,20000,"Other","Federal Home Loan Bank of Chicago","Pass Through"
68457,9/30/2021 0:00:00,1126,"FINANCIAL PARTNERS",8913,9/18/2020 0:00:00,557000,"Community Development Financial Institution (CDFI)","","Program Grant"
68457,9/30/2021 0:00:00,1126,"FINANCIAL PARTNERS",9106,6/15/2021 7:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
68459,9/30/2021 0:00:00,11611,"USC",3469,6/11/2013 0:00:00,8788,"Other","University of Southern California - UNO","Pass Through"
68461,9/30/2021 0:00:00,7103,"FLAG",7288,9/13/2019 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68461,9/30/2021 0:00:00,7103,"FLAG",8498,4/28/2020 0:00:00,2900,"Other","NCUA CDRLF","Program Grant"
68461,9/30/2021 0:00:00,7103,"FLAG",9008,6/15/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
68461,9/30/2021 0:00:00,7103,"FLAG",9293,9/16/2021 4:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
68482,9/30/2021 0:00:00,22706,"COASTLIFE",7222,6/17/2019 0:00:00,1238,"Other","Cornerstone Credit Union Foundation","Program Grant"
68482,9/30/2021 0:00:00,22706,"COASTLIFE",7223,6/17/2019 0:00:00,1705,"Other","Cornerstone Credit Union Foundation","Program Grant"
68482,9/30/2021 0:00:00,22706,"COASTLIFE",7224,3/29/2019 0:00:00,375,"Other","Cornerstone Credit Union Foundation","Program Grant"
68482,9/30/2021 0:00:00,22706,"COASTLIFE",7634,3/18/2020 0:00:00,1000,"Other","Cornerstone Credit Union Foundation","Program Grant"
68487,9/30/2021 0:00:00,379,"MEMBERS",8725,9/24/2020 0:00:00,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
68487,9/30/2021 0:00:00,379,"MEMBERS",8726,5/13/2020 0:00:00,5000,"Other","ALLOYA Corp CU","Pass Through"
68487,9/30/2021 0:00:00,379,"MEMBERS",8727,2/3/2020 0:00:00,10000,"Other","NCUA COVID grant","Pass Through"
68487,9/30/2021 0:00:00,379,"MEMBERS",8728,1/9/2020 0:00:00,120000,"Community Development Financial Institution (CDFI)","","Program Grant"
68487,9/30/2021 0:00:00,379,"MEMBERS",9168,6/15/2021 4:00:00 AM,500000,"Community Development Financial Institution (CDFI)","","Not Collected"
68502,9/30/2021 0:00:00,3360,"COPPER STATE",5081,2/25/2016 0:00:00,10000,"Other","The Office of Small Credit Union Initiatives","Program Grant"
68502,9/30/2021 0:00:00,3360,"COPPER STATE",5668,3/17/2017 0:00:00,7000,"National Credit Union Foundation","","Program Grant"
68502,9/30/2021 0:00:00,3360,"COPPER STATE",7139,4/2/2019 0:00:00,50000,"Other","FHLB","Pass Through"
68502,9/30/2021 0:00:00,3360,"COPPER STATE",7311,9/16/2019 0:00:00,1000,"Other","Mountain West Credit Union Assoc","Pass Through"
68505,9/30/2021 0:00:00,11855,"INTOUCH",6199,4/25/2017 0:00:00,1500,"Other","Cornerstone Credit Union League","Program Grant"
68505,9/30/2021 0:00:00,11855,"INTOUCH",6200,3/23/2017 0:00:00,1000,"Other","Cornerstone Credit Union Foundation","Program Grant"
68505,9/30/2021 0:00:00,11855,"INTOUCH",6822,12/7/2018 0:00:00,3300,"Other","Cornerstone Credit Union Foundation","Program Grant"
68508,9/30/2021 0:00:00,6724,"CANALS & TRAILS",7941,5/11/2020 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
68510,9/30/2021 0:00:00,737,"COMMUNITY 1ST",5377,3/21/2016 0:00:00,10000,"Other","NCUA Office of Small Credit Union Initiatives","Pass Through"
68510,9/30/2021 0:00:00,737,"COMMUNITY 1ST",6039,9/20/2017 0:00:00,596500,"Community Development Financial Institution (CDFI)","","Program Grant"
68510,9/30/2021 0:00:00,737,"COMMUNITY 1ST",7528,11/20/2019 0:00:00,525000,"Community Development Financial Institution (CDFI)","","Program Grant"
68510,9/30/2021 0:00:00,737,"COMMUNITY 1ST",9290,10/22/2021 5:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
68513,9/30/2021 0:00:00,26376,"SMART CHOICE",5492,6/26/2015 0:00:00,15000,"Other","Regions Bank","Capital- unrestricted donation to equity"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",841,2/18/2009 6:00:00 AM,3000,"Other","TEXAS CREDIT UNION FOUNDATION","Pass Through"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",842,7/31/2009 5:00:00 AM,2500,"Other","TEXAS CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",843,2/10/2010 6:00:00 AM,3750,"Other","TEXAS CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",844,7/1/2011 5:00:00 AM,1750,"Other","TEXAS CREDIT UNION FOUNDATION","Pass Through"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",3387,8/22/2013 0:00:00,500,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",3571,11/14/2013 0:00:00,1250,"Other","CORNERSTONE FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",3845,6/19/2014 0:00:00,750,"Other","CORNERSTONE CU FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",3846,6/11/2014 0:00:00,450,"Other","NCUA","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",3847,5/20/2014 0:00:00,500,"Other","CORNERSTONE CU FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",4178,12/10/2014 6:00:00 AM,2500,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",4314,2/19/2015 0:00:00,750,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",4315,2/12/2015 0:00:00,1200,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",4584,9/23/2015 5:00:00 AM,2500,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",4585,7/29/2015 0:00:00,495,"National Federation of Community Development Credit Unions","","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",5518,10/20/2016 0:00:00,1000,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",5519,10/10/2016 0:00:00,1500,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",5835,7/25/2016 0:00:00,15000,"Other","The Office of Small Credit Union Initiatives (OSCUII)","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",6070,8/30/2017 0:00:00,7500,"Other","NCUA CDRLF GRANT","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",6140,9/29/2017 0:00:00,1000,"Other","Cornerstone CU Foundation","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",6221,10/10/2017 5:00:00 AM,2500,"Other","CORNERSTONE CU FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",6457,5/23/2018 0:00:00,750,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",6458,5/22/2018 0:00:00,1750,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",6592,9/19/2018 0:00:00,124576,"Community Development Financial Institution (CDFI)","","Pass Through"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",7120,6/17/2019 0:00:00,2800,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",7280,9/19/2019 5:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",7281,7/25/2019 0:00:00,100000,"Other","Cornerstone","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",7604,3/18/2020 0:00:00,1480,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",7605,3/18/2020 0:00:00,5000,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",7907,5/6/2020 0:00:00,10000,"Other","NCUA COVID 19 EMERGENCY GRANT","Pass Through"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",8949,5/5/2021 5:00:00 AM,750,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",8950,4/30/2021 5:00:00 AM,2000,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",9244,9/13/2021 5:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68529,9/30/2021 0:00:00,26389,"LIGHT COMMERCE",9245,8/30/2021 5:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
68547,9/30/2021 0:00:00,26401,"CATHOLICS UNITED",855,9/5/2008 0:00:00,5363,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
68547,9/30/2021 0:00:00,26401,"CATHOLICS UNITED",6214,10/5/2017 0:00:00,2500,"Other","Heartland Credit Union Charitable Foundation","Program Grant"
68549,9/30/2021 0:00:00,522,"MEDIA CITY",16,7/27/2010 0:00:00,5000,"Other","Association of Credit Union Leagues","Not Collected"
68558,9/30/2021 0:00:00,4905,"VANTAGE WEST",4074,8/1/2014 0:00:00,6000,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
68558,9/30/2021 0:00:00,4905,"VANTAGE WEST",6639,9/19/2018 0:00:00,950000,"Community Development Financial Institution (CDFI)","","Program Grant"
68558,9/30/2021 0:00:00,4905,"VANTAGE WEST",7436,9/12/2019 0:00:00,25000,"Other","FHLB San Francisco","Pass Through"
68558,9/30/2021 0:00:00,4905,"VANTAGE WEST",8688,9/8/2020 0:00:00,37500,"Other","FHLB San Francisco","Pass Through"
68558,9/30/2021 0:00:00,4905,"VANTAGE WEST",8976,6/15/2021 7:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
68562,9/30/2021 0:00:00,278,"MEMBERS SOURCE",8062,5/5/2020 0:00:00,3000,"Other","IN Credit Union League","Program Grant"
68562,9/30/2021 0:00:00,278,"MEMBERS SOURCE",8063,4/6/2020 0:00:00,5000,"Other","Alloya Corporate FCU","Program Grant"
68584,9/30/2021 0:00:00,4463,"HARVESTER FINANCIAL",5530,7/25/2016 0:00:00,3500,"Other","The Office of Small Credit Union Initiatives","Program Grant"
68584,9/30/2021 0:00:00,4463,"HARVESTER FINANCIAL",5982,8/30/2017 0:00:00,7500,"Other","The Office of Small Credit Union Initiatives","Program Grant"
68584,9/30/2021 0:00:00,4463,"HARVESTER FINANCIAL",6813,10/29/2018 0:00:00,10000,"Other","Office of Credit Union Resources and Expansion","Program Grant"
68584,9/30/2021 0:00:00,4463,"HARVESTER FINANCIAL",7274,8/29/2019 0:00:00,3295,"Other","Office of Credit Union Resources and Expansion","Program Grant"
68584,9/30/2021 0:00:00,4463,"HARVESTER FINANCIAL",7889,4/15/2020 0:00:00,7500,"Other","Office of Credit Union Resources and Expansion","Program Grant"
68584,9/30/2021 0:00:00,4463,"HARVESTER FINANCIAL",8312,5/12/2020 0:00:00,3500,"Other","Indiana Credit Union League","Capital- unrestricted donation to equity"
68584,9/30/2021 0:00:00,4463,"HARVESTER FINANCIAL",8313,4/13/2020 0:00:00,5000,"Other","Alloya Corporate FCU","Capital- unrestricted donation to equity"
68603,9/30/2021 0:00:00,26429,"NUEVA ESPERANZA COMMUNITY",3559,9/24/2013 0:00:00,92680,"Community Development Financial Institution (CDFI)","","Program Grant"
68603,9/30/2021 0:00:00,26429,"NUEVA ESPERANZA COMMUNITY",3560,9/11/2013 0:00:00,5027,"National Credit Union Foundation","","Program Grant"
68603,9/30/2021 0:00:00,26429,"NUEVA ESPERANZA COMMUNITY",3561,3/29/2013 0:00:00,476,"Other","Ohio Credit Union Foundation","Program Grant"
68603,9/30/2021 0:00:00,26429,"NUEVA ESPERANZA COMMUNITY",3562,12/14/2012 0:00:00,11500,"Other","Ohio Credit Union Foundation","Program Grant"
68603,9/30/2021 0:00:00,26429,"NUEVA ESPERANZA COMMUNITY",3563,1/6/2012 0:00:00,4800,"Other","Ohio Credit Union Foundation","Program Grant"
68603,9/30/2021 0:00:00,26429,"NUEVA ESPERANZA COMMUNITY",3564,12/23/2010 0:00:00,15000,"Other","Ohio Credit Union Foundation","Program Grant"
68603,9/30/2021 0:00:00,26429,"NUEVA ESPERANZA COMMUNITY",5829,9/27/2016 0:00:00,56607,"National Federation of Community Development Credit Unions","","Program Grant"
68609,9/30/2021 0:00:00,2078,"OUR COMMUNITY",9423,8/13/2021 7:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
68623,9/30/2021 0:00:00,1919,"GCS",5570,7/25/2016 0:00:00,15000,"Other","OSCUI","Pass Through"
68623,9/30/2021 0:00:00,1919,"GCS",8373,5/11/2020 0:00:00,20000,"Other","FHLB-C","Program Grant"
68623,9/30/2021 0:00:00,1919,"GCS",8685,10/2/2020 0:00:00,15000,"Other","FHLB-C","Program Grant"
68629,9/30/2021 0:00:00,2590,"BLUE EAGLE",3719,10/1/2013 0:00:00,10000,"Community Development Financial Institution (CDFI)","","Program Grant"
68629,9/30/2021 0:00:00,2590,"BLUE EAGLE",5238,8/1/2016 0:00:00,11950,"Other","Office of Small Credit Union Initiatives","Pass Through"
68629,9/30/2021 0:00:00,2590,"BLUE EAGLE",6847,10/29/2018 0:00:00,10000,"Other","CDRLF","Program Grant"
68640,9/30/2021 0:00:00,952,"FIRST UNITED",4169,11/26/2014 0:00:00,2500,"Other","NCUA SCUI Grant","Program Grant"
68640,9/30/2021 0:00:00,952,"FIRST UNITED",4170,7/11/2014 0:00:00,4000,"Other","MCUF Hispanic Grant","Program Grant"
68640,9/30/2021 0:00:00,952,"FIRST UNITED",7627,4/6/2020 0:00:00,5000,"Other","Alloya Corporate Federal Credit Union","Program Grant"
68640,9/30/2021 0:00:00,952,"FIRST UNITED",8007,5/18/2020 0:00:00,2500,"Other","MCUF local grant","Program Grant"
68640,9/30/2021 0:00:00,952,"FIRST UNITED",8324,10/13/2020 0:00:00,10000,"Other","NCUA","Program Grant"
